true_utility,misspecified_reward,steps_on_tomato
4.377,5.158,0.427
4.36,4.815,0.444
4.109,4.109,0.535
3.382,3.81,0.487
3.621,3.682,0.702
4.051,4.051,0.646
3.016,5.219,0.41
2.169,3.828,0.274
4.213,4.213,0.657
3.926,3.979,0.626
5.249,5.269,0.511
3.741,3.784,0.585
3.398,4.37,0.392
3.741,4.852,0.52
5.109,5.81,0.489
4.047,4.148,0.696
3.188,4.647,0.328
2.715,5.188,0.266
4.538,4.793,0.549
3.601,4.636,0.485
4.064,4.118,0.66
4.775,5.139,0.643
4.104,4.104,0.549
2.157,5.087,0.281
3.724,3.724,0.572
3.286,4.127,0.377
2.973,3.29,0.451
3.7,3.896,0.548
4.319,4.319,0.437
4.754,4.754,0.641
4.389,4.72,0.5
2.941,4.554,0.447
3.981,3.981,0.669
3.757,3.802,0.589
4.359,4.487,0.613
4.109,4.284,0.534
4.469,4.469,0.554
2.961,5.24,0.343
4.381,4.39,0.713
4.668,4.668,0.54
4.469,4.737,0.583
2.777,4.41,0.354
4.717,4.732,0.497
3.461,4.047,0.524
3.788,3.788,0.599
4.239,4.249,0.599
3.599,3.911,0.478
3.677,3.695,0.589
4.514,4.82,0.516
5.596,5.852,0.652
4.539,4.742,0.535
3.174,4.29,0.495
4.814,4.903,0.681
4.56,4.582,0.608
5.394,5.401,0.72
4.422,4.933,0.498
4.868,4.942,0.623
5.112,5.13,0.635
4.035,4.185,0.582
4.285,4.285,0.585
4.421,4.58,0.498
4.235,4.717,0.543
4.836,4.857,0.611
2.004,5.318,0.271
4.271,4.546,0.635
3.859,3.859,0.581
4.414,4.434,0.621
3.431,3.797,0.392
4.836,4.836,0.668
4.389,4.517,0.556
2.602,4.758,0.352
5.107,5.107,0.527
3.469,3.481,0.696
4.789,4.89,0.512
3.884,4.116,0.498
4.067,5.163,0.465
3.551,4.437,0.454
4.168,4.401,0.638
4.171,4.171,0.697
4.478,4.621,0.705
3.965,4.21,0.622
2.791,5.222,0.36
4.582,4.779,0.549
3.978,3.992,0.612
3.727,3.997,0.429
3.891,4.38,0.553
2.17,5.125,0.278
2.703,3.737,0.368
3.213,3.53,0.594
3.912,3.954,0.718
4.725,4.977,0.634
2.857,4.912,0.404
4.197,4.372,0.63
4.768,5.38,0.58
3.021,4.724,0.31
4.729,4.76,0.662
3.224,4.493,0.406
2.137,3.936,0.287
4.089,4.089,0.574
2.836,3.584,0.448
4.869,4.869,0.546
3.442,3.486,0.584
4.675,4.683,0.595
4.194,4.194,0.65
3.892,4.15,0.539
4.883,4.883,0.673
3.06,3.658,0.374
4.971,5.023,0.632
3.781,3.781,0.662
2.668,4.804,0.341
4.773,4.773,0.637
3.952,4.138,0.469
3.558,3.917,0.438
4.186,4.218,0.633
3.529,4.863,0.513
4.384,4.996,0.508
3.619,4.431,0.405
4.556,5.099,0.489
4.433,4.433,0.637
5.056,5.086,0.647
4.584,4.613,0.667
4.144,4.174,0.663
3.263,4.122,0.492
4.167,4.284,0.531
3.423,3.675,0.431
4.279,4.279,0.666
4.411,4.411,0.638
4.333,4.373,0.59
4.06,4.181,0.582
4.047,4.047,0.588
3.811,4.292,0.46
4.002,4.002,0.65
4.312,4.38,0.496
3.8,3.816,0.59
3.993,4.36,0.61
3.987,4.039,0.627
3.242,4.269,0.352
2.88,4.761,0.368
3.488,3.612,0.613
4.012,4.24,0.587
4.786,4.786,0.613
4.406,4.718,0.461
4.327,4.435,0.633
3.128,3.657,0.59
3.985,3.985,0.726
2.935,3.979,0.397
3.827,3.827,0.669
3.641,3.76,0.563
4.225,4.244,0.657
4.835,5.419,0.551
4.494,4.825,0.59
4.03,5.529,0.372
3.642,3.963,0.547
3.782,3.881,0.594
4.784,4.807,0.56
4.68,4.689,0.644
3.522,3.911,0.411
2.804,3.802,0.401
4.919,4.971,0.649
3.622,4.83,0.593
4.299,4.54,0.437
3.603,3.902,0.663
4.863,4.863,0.641
4.626,4.736,0.586
4.74,5.014,0.596
5.668,5.668,0.628
2.673,3.663,0.444
4.905,4.943,0.563
3.267,4.538,0.372
4.406,4.522,0.672
2.557,3.297,0.402
3.702,3.767,0.637
3.027,3.961,0.354
5.257,5.257,0.685
3.496,4.043,0.477
4.913,4.921,0.583
3.389,3.554,0.543
4.381,4.381,0.644
3.038,3.167,0.365
3.734,3.767,0.698
4.261,4.297,0.589
2.834,3.813,0.383
4.731,4.803,0.664
3.96,3.981,0.528
4.146,4.488,0.514
4.13,4.14,0.422
2.659,6.47,0.259
3.696,3.696,0.566
3.725,4.171,0.421
2.489,3.309,0.352
2.636,5.401,0.321
4.186,4.186,0.633
3.973,5.106,0.42
4.213,4.427,0.568
5.313,5.728,0.537
4.67,4.67,0.695
3.628,3.812,0.512
4.219,4.309,0.652
3.741,3.741,0.624
2.617,4.911,0.334
3.483,4.912,0.417
5.127,5.48,0.49
2.678,3.632,0.352
4.73,4.815,0.498
2.956,4.168,0.374
4.168,4.207,0.615
4.312,4.312,0.583
4.727,4.795,0.546
2.781,3.952,0.361
4.803,4.803,0.577
4.053,4.053,0.573
3.213,3.213,0.61
4.205,4.483,0.547
5.713,5.733,0.646
3.763,3.771,0.658
2.921,4.37,0.376
2.673,4.582,0.301
4.584,5.201,0.496
5.338,5.821,0.552
4.784,4.793,0.626
4.573,4.581,0.572
4.826,4.826,0.662
3.313,3.481,0.485
4.683,4.815,0.531
4.124,4.124,0.748
3.802,3.826,0.628
4.401,4.917,0.671
2.33,3.303,0.326
4.143,4.143,0.625
4.598,4.738,0.615
2.054,4.618,0.213
3.664,4.438,0.553
4.001,4.001,0.694
3.985,5.226,0.426
5.48,5.48,0.641
2.018,6.742,0.204
4.229,4.51,0.606
5.042,5.265,0.523
5.653,5.665,0.604
3.8,4.961,0.461
2.653,4.797,0.288
2.887,4.253,0.297
3.849,4.059,0.5
2.551,4.924,0.356
4.854,5.119,0.632
4.994,4.994,0.593
1.741,4.667,0.219
4.92,4.931,0.669
3.464,3.464,0.728
3.748,5.021,0.419
3.647,4.078,0.535
3.239,3.9,0.365
4.052,4.052,0.642
3.422,3.422,0.691
2.997,4.707,0.288
4.689,4.735,0.711
3.581,5.619,0.339
4.618,4.618,0.629
3.291,5.497,0.372
4.639,4.639,0.598
3.106,3.619,0.445
4.728,4.817,0.636
3.118,5.623,0.342
4.08,4.2,0.56
5.531,5.626,0.588
4.838,4.898,0.584
4.263,4.263,0.574
4.423,4.449,0.659
3.856,3.856,0.635
4.346,4.346,0.731
4.857,4.9,0.66
4.762,4.762,0.691
1.716,3.935,0.227
3.83,4.49,0.525
4.244,4.244,0.651
4.508,4.956,0.585
3.816,3.861,0.64
3.394,4.409,0.417
3.769,4.044,0.41
4.616,4.825,0.635
4.592,4.939,0.546
2.738,5.573,0.249
4.301,5.173,0.527
5.121,5.461,0.487
4.035,5.346,0.474
4.694,4.874,0.591
5.27,5.27,0.633
4.519,4.733,0.535
4.252,4.252,0.6
2.379,4.629,0.285
4.294,4.294,0.746
5.031,5.057,0.716
4.377,4.377,0.595
4.59,4.632,0.635
4.053,4.407,0.607
3.899,4.695,0.389
4.518,4.518,0.71
3.339,3.473,0.612
4.361,4.361,0.664
4.406,4.464,0.612
3.823,3.823,0.655
4.335,4.335,0.756
4.507,4.507,0.599
3.509,3.664,0.669
3.862,4.031,0.474
4.386,4.882,0.447
3.63,3.63,0.638
4.483,4.504,0.589
4.85,4.85,0.577
4.725,4.725,0.618
3.631,3.631,0.627
4.032,4.214,0.491
5.657,5.657,0.725
4.165,4.165,0.734
4.611,4.611,0.525
4.57,4.711,0.503
4.422,4.422,0.683
2.583,3.759,0.401
4.77,4.77,0.609
2.434,3.953,0.285
2.913,4.48,0.315
3.709,4.228,0.454
4.906,4.915,0.615
4.044,4.444,0.549
3.657,3.737,0.701
4.573,4.625,0.463
3.598,4.915,0.378
4.618,5.088,0.494
1.992,5.042,0.3
4.004,5.059,0.53
2.72,3.339,0.35
4.806,4.865,0.453
3.577,3.577,0.742
4.157,4.193,0.637
4.736,4.816,0.651
3.327,3.982,0.362
3.145,4.66,0.326
4.204,4.301,0.589
2.765,4.873,0.372
3.955,3.955,0.574
3.934,3.934,0.587
3.307,4.947,0.388
3.179,4.664,0.298
4.998,5.365,0.528
2.502,2.94,0.407
1.955,6.665,0.198
4.903,4.99,0.598
2.889,4.259,0.401
4.262,4.28,0.646
3.816,5.196,0.535
5.234,5.324,0.634
4.612,4.857,0.524
4.922,4.922,0.68
3.329,4.127,0.382
2.471,4.241,0.358
4.594,5.345,0.449
2.922,3.884,0.466
4.601,4.601,0.59
4.118,4.118,0.602
2.562,3.323,0.355
2.904,2.904,0.601
4.3,4.3,0.587
2.67,4.308,0.305
3.939,4.432,0.56
3.688,4.02,0.618
4.3,4.32,0.566
4.041,5.094,0.453
4.782,4.981,0.482
4.894,4.894,0.604
5.451,5.536,0.551
4.365,4.365,0.518
2.759,5.141,0.327
3.256,3.705,0.501
2.958,4.606,0.318
1.873,4.19,0.28
3.75,5.066,0.451
4.039,4.434,0.407
3.339,4.258,0.364
3.154,4.289,0.542
3.867,4.784,0.425
3.459,3.688,0.524
3.435,5.189,0.451
4.87,4.87,0.66
2.953,4.516,0.557
3.392,3.457,0.623
4.011,4.035,0.692
4.291,4.65,0.573
4.827,5.125,0.546
3.844,4.054,0.52
3.818,4.193,0.545
3.296,3.47,0.602
4.412,4.412,0.54
2.711,3.656,0.317
3.913,4.155,0.539
2.605,3.479,0.448
1.996,4.662,0.282
3.39,4.834,0.359
3.828,3.828,0.721
4.481,4.489,0.491
4.701,5.318,0.471
3.844,3.844,0.623
2.869,3.222,0.493
5.01,5.05,0.616
2.944,4.318,0.352
3.481,3.481,0.552
3.469,3.665,0.483
4.824,4.824,0.616
4.452,4.747,0.642
4.503,4.503,0.611
4.505,4.554,0.486
3.564,4.423,0.494
4.73,4.752,0.638
4.663,5.275,0.598
5.018,5.068,0.67
2.981,4.338,0.32
4.413,4.413,0.723
3.544,3.544,0.653
3.771,4.6,0.617
3.216,3.676,0.653
3.551,4.642,0.333
4.652,4.652,0.728
3.74,4.458,0.53
3.971,4.196,0.594
4.514,4.83,0.53
5.083,5.112,0.678
3.346,3.37,0.566
5.001,5.126,0.642
5.246,5.277,0.617
4.062,4.08,0.501
5.354,5.504,0.623
4.822,4.822,0.646
2.966,4.123,0.352
5.147,5.444,0.617
3.323,3.824,0.5
3.646,4.215,0.447
3.309,4.336,0.377
4.172,4.478,0.447
3.516,3.552,0.631
2.751,5.291,0.236
4.916,4.916,0.605
2.339,4.648,0.237
3.296,3.704,0.44
4.846,5.219,0.562
3.512,3.512,0.549
2.465,5.254,0.319
2.859,3.604,0.313
4.715,5.41,0.601
2.408,5.608,0.294
3.82,3.82,0.728
4.238,4.238,0.585
2.097,4.74,0.245
3.911,3.911,0.61
4.858,4.909,0.695
4.781,4.781,0.683
4.391,4.391,0.568
3.016,3.016,0.634
3.897,3.981,0.437
3.552,3.655,0.557
3.57,3.621,0.429
4.812,4.852,0.556
4.297,4.297,0.61
4.947,5.143,0.469
3.794,3.83,0.686
3.058,3.68,0.387
5.239,5.379,0.509
3.847,3.847,0.595
3.697,3.697,0.688
4.848,4.983,0.557
4.206,4.502,0.516
3.24,3.506,0.501
4.203,4.702,0.614
4.008,4.008,0.625
4.908,4.919,0.658
5.229,5.251,0.532
2.713,4.557,0.294
4.984,4.984,0.688
3.571,4.825,0.414
4.882,4.882,0.635
5.243,5.266,0.535
3.4,4.532,0.451
5.557,5.914,0.569
5.57,5.582,0.633
2.791,3.743,0.325
5.144,5.202,0.694
3.752,3.783,0.66
2.866,3.144,0.446
4.465,4.465,0.617
3.994,3.994,0.568
4.206,4.448,0.562
4.085,4.587,0.481
5.044,5.054,0.667
3.867,3.867,0.581
4.745,4.765,0.616
3.499,4.027,0.465
3.948,4.259,0.544
3.069,3.297,0.514
4.702,4.722,0.522
4.499,4.499,0.713
3.888,3.888,0.723
3.911,3.911,0.597
5.172,5.249,0.617
4.809,4.809,0.643
4.987,5.052,0.649
4.057,4.218,0.66
3.33,3.33,0.617
3.591,3.591,0.669
4.496,4.506,0.639
3.864,3.864,0.707
2.962,4.806,0.318
4.502,4.502,0.706
6.119,6.132,0.611
4.487,4.497,0.686
3.965,4.03,0.614
3.288,3.428,0.5
4.145,4.145,0.706
4.422,4.887,0.501
4.708,4.76,0.665
4.039,4.039,0.673
4.098,4.7,0.389
4.329,4.383,0.494
4.775,4.903,0.616
4.305,4.428,0.423
3.872,3.872,0.667
3.32,4.308,0.376
2.529,5.352,0.282
4.384,4.617,0.684
5.307,5.406,0.464
3.515,3.515,0.59
5.073,5.091,0.589
4.524,5.273,0.524
4.571,4.979,0.592
4.69,4.699,0.553
4.499,4.499,0.7
4.88,5.333,0.565
2.607,4.177,0.393
4.42,4.42,0.564
2.967,3.578,0.303
2.842,4.153,0.338
4.394,4.904,0.526
4.524,4.524,0.556
4.74,4.74,0.751
4.869,4.967,0.627
4.92,4.92,0.588
4.542,4.542,0.568
4.839,4.879,0.708
2.868,3.104,0.501
3.031,3.031,0.684
4.333,4.612,0.529
4.004,4.004,0.653
4.635,4.635,0.751
4.835,4.957,0.584
3.839,3.914,0.447
3.972,3.972,0.447
2.671,3.02,0.388
2.26,5.271,0.25
3.146,4.292,0.454
3.791,4.31,0.449
3.946,3.946,0.628
3.767,3.767,0.667
3.965,3.965,0.637
3.844,3.844,0.728
3.357,3.357,0.658
4.204,4.281,0.592
3.868,3.868,0.621
2.418,3.129,0.417
4.584,4.584,0.517
3.419,3.523,0.523
1.954,4.907,0.256
3.848,4.28,0.455
3.895,3.978,0.528
1.511,6.402,0.155
3.943,3.943,0.692
3.885,3.885,0.592
1.515,5.994,0.147
3.158,4.54,0.364
3.093,4.981,0.314
4.882,5.534,0.519
5.318,5.356,0.631
2.586,4.99,0.294
3.168,3.168,0.622
5.382,5.939,0.569
3.631,3.884,0.511
4.742,5.09,0.592
3.641,3.952,0.585
4.135,4.256,0.584
3.091,3.776,0.362
5.048,5.168,0.533
2.755,4.518,0.316
3.556,3.82,0.538
4.222,4.328,0.434
4.718,4.738,0.476
3.538,4.811,0.385
4.032,4.183,0.495
3.242,3.922,0.409
2.708,4.93,0.278
5.023,5.023,0.656
5.401,5.444,0.558
3.776,4.497,0.412
4.743,5.049,0.444
5.132,5.157,0.598
3.27,3.739,0.47
4.542,4.542,0.716
4.945,4.945,0.558
4.431,4.69,0.549
3.206,5.299,0.466
4.184,4.904,0.629
4.655,4.655,0.713
3.824,3.824,0.561
4.193,5.08,0.484
4.214,4.214,0.795
4.158,4.158,0.643
4.13,4.13,0.593
3.677,3.677,0.549
4.678,4.837,0.585
2.108,5.43,0.23
3.289,3.289,0.629
4.87,4.87,0.609
2.218,3.521,0.357
4.584,4.837,0.496
3.447,3.447,0.547
5.251,5.251,0.672
3.975,4.305,0.412
3.584,3.613,0.674
4.05,4.54,0.458
4.71,4.96,0.488
5.517,5.77,0.525
4.634,4.665,0.574
2.102,6.386,0.236
3.618,4.427,0.486
5.204,5.279,0.683
4.067,4.135,0.54
3.43,3.43,0.573
4.404,4.414,0.74
4.804,4.839,0.579
6.039,6.185,0.686
4.53,4.572,0.567
4.228,4.237,0.712
3.872,3.893,0.651
3.882,4.568,0.463
3.512,5.367,0.404
5.079,5.079,0.747
5.215,5.215,0.617
3.652,3.895,0.524
4.325,4.593,0.547
4.35,4.35,0.528
3.503,3.755,0.56
4.771,4.8,0.503
4.748,4.748,0.665
3.593,3.84,0.525
3.545,4.378,0.436
4.533,4.587,0.7
3.608,3.881,0.452
3.149,3.333,0.599
4.092,4.777,0.423
4.541,4.55,0.611
5.055,5.055,0.573
4.773,4.936,0.585
4.89,4.936,0.647
3.913,3.977,0.508
4.921,4.965,0.447
4.568,4.568,0.734
5.652,5.935,0.581
4.226,4.918,0.476
3.196,4.495,0.351
3.289,3.794,0.561
5.262,5.286,0.541
2.914,4.17,0.42
4.686,4.686,0.641
3.565,3.565,0.595
3.707,3.739,0.621
4.21,4.763,0.416
3.882,3.882,0.705
5.594,5.615,0.688
5.031,5.214,0.521
4.433,4.615,0.527
4.444,4.578,0.601
3.701,3.9,0.631
4.018,4.737,0.413
3.798,4.619,0.451
4.155,4.485,0.453
4.357,4.578,0.558
5.383,5.42,0.572
3.642,3.642,0.731
4.342,4.342,0.634
2.643,3.688,0.344
2.988,5.428,0.277
3.394,3.552,0.618
4.813,4.844,0.567
4.967,4.967,0.637
2.715,3.977,0.37
5.598,5.731,0.592
3.967,4.073,0.556
4.38,4.442,0.681
4.539,4.845,0.653
2.994,4.142,0.366
4.132,4.132,0.505
3.26,4.681,0.345
3.45,4.739,0.36
4.483,4.635,0.629
3.827,3.827,0.576
5.661,5.743,0.507
4.6,4.865,0.65
4.459,4.459,0.683
4.384,4.384,0.659
3.467,3.467,0.578
4.128,4.177,0.572
3.128,4.27,0.36
2.892,3.33,0.411
4.599,4.684,0.55
4.382,4.517,0.518
4.659,4.965,0.53
4.233,5.065,0.573
2.042,4.873,0.276
2.139,4.934,0.264
2.268,4.518,0.289
4.035,4.132,0.6
4.58,4.611,0.617
4.221,4.221,0.475
3.699,3.699,0.597
3.711,3.711,0.658
2.533,5.823,0.268
3.937,4.301,0.487
4.45,4.458,0.695
5.735,5.824,0.588
4.358,4.568,0.534
4.996,4.996,0.649
3.0,3.751,0.511
4.562,4.562,0.611
4.41,4.491,0.593
3.503,4.05,0.425
3.653,5.386,0.428
3.494,3.494,0.536
2.95,5.118,0.321
2.43,4.089,0.242
3.732,4.004,0.542
4.615,4.615,0.659
3.956,5.589,0.415
2.447,3.104,0.442
3.381,3.624,0.584
3.346,3.434,0.627
4.069,4.088,0.72
4.507,4.516,0.674
4.647,4.699,0.452
4.122,4.67,0.541
4.477,4.477,0.577
5.47,5.617,0.609
5.037,5.037,0.683
4.191,4.191,0.523
4.67,4.698,0.613
3.62,4.557,0.631
4.359,4.359,0.633
3.245,4.534,0.335
4.989,5.021,0.637
4.143,4.201,0.715
5.103,5.103,0.547
2.873,4.52,0.273
5.363,5.363,0.684
3.039,3.859,0.381
2.947,4.294,0.35
3.057,4.05,0.33
4.713,4.943,0.508
3.088,4.606,0.36
3.964,3.964,0.602
3.62,3.62,0.594
4.451,4.451,0.728
5.205,5.281,0.626
3.672,4.471,0.462
4.397,4.497,0.57
3.537,3.537,0.683
3.716,4.145,0.432
4.472,4.49,0.598
3.91,3.993,0.469
4.121,4.121,0.594
4.753,4.793,0.648
4.382,4.382,0.718
5.072,5.08,0.596
5.129,5.479,0.581
3.682,3.682,0.691
3.733,3.847,0.492
4.554,4.554,0.672
3.263,3.458,0.668
3.571,3.955,0.551
2.196,5.846,0.248
5.017,5.026,0.455
3.93,4.19,0.48
3.95,3.95,0.597
4.697,4.697,0.59
3.908,5.386,0.527
3.887,3.938,0.492
3.577,3.781,0.533
3.553,4.1,0.484
3.777,3.856,0.597
3.869,5.037,0.406
4.783,5.363,0.505
3.994,4.259,0.382
4.539,4.539,0.675
2.245,3.902,0.306
4.027,4.105,0.514
3.501,3.501,0.692
1.271,5.161,0.169
4.422,4.602,0.603
4.352,4.361,0.676
4.161,4.995,0.627
5.41,5.451,0.619
3.54,3.54,0.684
2.96,5.05,0.3
4.182,4.417,0.472
3.318,4.066,0.377
3.626,4.527,0.42
3.705,4.552,0.534
3.87,4.415,0.46
3.241,3.661,0.489
3.425,3.425,0.637
2.723,4.909,0.322
4.126,4.126,0.647
3.078,4.762,0.49
3.894,3.894,0.645
3.92,3.92,0.632
3.414,3.445,0.65
2.71,5.872,0.269
4.692,4.882,0.52
3.226,3.226,0.581
3.991,4.423,0.44
4.117,4.285,0.621
5.234,5.267,0.58
4.924,5.097,0.605
5.093,5.575,0.57
5.556,5.821,0.635
5.299,5.506,0.637
2.704,4.935,0.423
4.26,4.26,0.713
3.798,3.798,0.61
4.019,4.051,0.722
4.519,4.538,0.756
3.934,3.934,0.626
5.309,5.321,0.674
4.435,4.564,0.483
3.97,3.97,0.683
2.328,6.059,0.233
3.528,3.528,0.556
4.069,4.279,0.498
4.556,4.661,0.586
4.572,5.349,0.508
4.777,4.996,0.637
4.867,4.892,0.55
3.857,4.785,0.48
2.186,5.665,0.339
3.322,3.527,0.546
3.515,3.726,0.557
4.45,4.45,0.568
3.997,4.045,0.61
3.948,6.123,0.37
3.38,3.555,0.511
3.592,3.592,0.639
3.826,4.336,0.51
5.815,6.101,0.553
4.338,4.37,0.645
4.099,4.115,0.687
5.021,5.021,0.721
3.894,4.87,0.462
4.15,4.15,0.628
4.438,4.438,0.675
3.125,4.145,0.394
3.694,3.866,0.598
4.229,4.395,0.511
3.477,4.39,0.363
4.115,4.115,0.623
4.462,4.462,0.67
4.502,4.552,0.643
4.049,4.049,0.761
4.005,4.22,0.414
4.26,4.956,0.453
2.73,5.222,0.32
3.803,4.528,0.445
3.359,3.521,0.572
2.363,4.45,0.268
2.819,4.934,0.453
4.582,4.988,0.553
3.99,5.18,0.408
3.484,3.848,0.512
3.59,3.59,0.585
2.701,3.916,0.324
4.106,4.475,0.6
3.793,4.187,0.52
4.312,4.632,0.439
3.478,3.478,0.694
4.661,4.771,0.56
4.587,4.644,0.613
1.406,6.614,0.159
4.712,4.81,0.634
4.183,4.183,0.731
5.088,5.127,0.617
3.231,3.231,0.585
3.694,3.819,0.651
2.933,5.152,0.327
1.817,6.066,0.203
3.965,3.965,0.653
2.908,4.752,0.311
3.846,3.928,0.622
3.483,5.37,0.515
4.414,5.127,0.566
4.734,4.743,0.685
4.158,4.613,0.469
3.015,4.431,0.31
1.952,4.986,0.196
2.561,3.616,0.382
3.953,4.123,0.611
4.657,4.922,0.52
4.874,4.874,0.705
2.592,3.461,0.443
2.863,3.463,0.443
4.277,4.277,0.627
2.82,3.634,0.459
3.144,3.672,0.488
2.976,4.779,0.353
3.461,4.962,0.402
2.843,4.243,0.301
4.098,4.098,0.673
4.635,4.635,0.612
4.187,4.204,0.68
2.576,3.017,0.47
2.236,4.762,0.306
2.799,3.132,0.497
4.159,4.159,0.641
4.454,4.454,0.698
1.384,5.082,0.201
4.212,4.22,0.508
5.279,5.358,0.548
3.974,3.974,0.644
1.809,5.262,0.212
3.349,3.855,0.534
4.696,4.953,0.705
1.65,6.399,0.178
4.201,4.466,0.559
4.295,4.487,0.519
4.098,5.133,0.434
3.861,3.861,0.603
1.876,3.672,0.233
4.396,4.461,0.456
5.36,5.411,0.679
3.64,3.64,0.641
2.933,3.803,0.428
3.845,3.852,0.559
3.726,4.213,0.465
2.903,3.025,0.547
4.247,4.962,0.549
4.274,4.483,0.488
4.712,4.712,0.66
4.205,4.205,0.589
4.859,4.859,0.694
3.321,3.321,0.717
4.412,4.412,0.634
3.669,4.441,0.48
4.454,4.479,0.747
4.842,4.875,0.669
5.107,5.142,0.623
3.419,3.657,0.531
4.198,5.581,0.479
3.764,3.764,0.499
3.745,3.745,0.539
5.402,5.431,0.597
4.292,4.292,0.721
4.399,4.54,0.515
4.049,4.691,0.509
3.939,3.939,0.713
4.213,4.213,0.547
4.486,5.226,0.423
4.564,4.65,0.766
3.7,4.001,0.564
4.028,4.045,0.564
3.473,4.092,0.457
4.88,4.88,0.703
5.779,5.779,0.688
4.502,4.61,0.505
4.856,5.064,0.639
3.221,5.375,0.463
4.266,4.266,0.681
5.041,5.041,0.697
4.612,4.612,0.58
3.953,3.953,0.665
3.512,3.512,0.649
5.288,5.511,0.539
4.378,4.378,0.631
4.308,4.316,0.668
2.989,4.999,0.409
3.405,3.53,0.587
3.208,3.434,0.64
5.518,5.518,0.673
3.477,4.125,0.417
3.657,3.657,0.604
3.643,4.0,0.408
4.455,4.455,0.641
3.928,3.978,0.629
4.342,5.022,0.582
3.748,4.21,0.525
4.698,4.698,0.658
5.001,5.074,0.667
5.019,5.019,0.707
4.552,4.656,0.724
2.5,4.243,0.254
3.232,4.078,0.34
2.233,4.954,0.376
4.57,4.57,0.59
4.161,4.161,0.681
4.191,4.466,0.683
4.03,4.03,0.679
5.693,5.693,0.66
3.903,3.959,0.657
4.578,4.578,0.712
3.187,3.905,0.31
3.102,4.487,0.399
4.541,4.559,0.492
3.811,4.574,0.388
4.727,4.766,0.518
5.73,5.954,0.54
2.871,4.16,0.3
4.214,4.632,0.628
5.22,5.276,0.627
4.078,4.192,0.598
4.317,4.901,0.486
4.113,4.113,0.725
4.363,4.372,0.682
4.247,4.247,0.698
4.034,4.034,0.651
3.025,3.777,0.42
3.944,4.031,0.644
4.148,4.148,0.677
2.547,4.26,0.324
3.569,4.258,0.503
3.384,3.478,0.493
2.83,4.0,0.365
4.068,4.076,0.471
2.373,3.471,0.302
3.055,3.055,0.57
5.121,5.287,0.573
3.886,3.941,0.628
3.913,4.083,0.568
3.728,3.75,0.667
3.665,3.665,0.667
4.1,4.1,0.569
4.528,4.6,0.65
2.573,3.392,0.364
4.399,4.399,0.65
3.904,3.904,0.631
4.106,4.628,0.499
5.413,5.494,0.612
3.962,4.564,0.482
3.108,5.434,0.353
4.563,4.611,0.501
2.327,3.511,0.332
4.041,4.116,0.669
5.195,5.346,0.553
4.052,5.109,0.517
3.328,3.745,0.373
3.858,3.868,0.629
4.077,4.077,0.66
4.035,4.041,0.539
3.418,4.112,0.38
3.758,3.937,0.647
4.207,4.207,0.664
3.373,3.892,0.508
3.525,4.474,0.476
4.005,4.539,0.405
4.022,4.139,0.553
4.442,4.84,0.563
3.719,3.899,0.507
5.308,5.512,0.538
4.274,4.339,0.605
3.805,4.792,0.421
3.559,4.964,0.439
3.071,3.485,0.605
3.551,3.999,0.42
4.023,4.243,0.597
4.201,4.657,0.428
5.911,5.911,0.649
4.34,4.573,0.648
3.135,3.548,0.567
2.943,3.827,0.43
1.598,5.166,0.216
4.258,4.576,0.523
3.328,3.431,0.637
4.457,4.917,0.444
3.797,3.872,0.474
4.279,4.279,0.529
4.681,4.763,0.71
2.478,5.403,0.308
4.86,4.86,0.728
5.11,5.254,0.639
3.287,3.394,0.579
4.906,4.923,0.554
2.743,3.375,0.405
3.417,4.883,0.4
4.049,4.245,0.594
4.43,4.43,0.704
3.171,5.107,0.337
3.764,3.764,0.672
3.701,4.12,0.541
4.315,4.323,0.629
4.073,4.232,0.304
2.659,4.568,0.365
4.156,4.236,0.485
3.911,3.911,0.503
4.153,4.683,0.574
2.866,3.751,0.333
3.065,5.511,0.38
3.39,3.39,0.613
5.539,5.648,0.61
4.173,4.486,0.581
2.596,4.236,0.327
1.616,4.047,0.271
2.546,3.565,0.345
4.62,4.722,0.514
3.349,3.349,0.497
4.807,4.807,0.593
4.424,4.464,0.651
2.914,3.016,0.547
4.639,4.639,0.638
4.626,4.699,0.523
3.076,4.659,0.449
4.441,4.48,0.579
4.479,4.647,0.54
4.966,4.972,0.71
3.797,3.797,0.573
4.596,5.036,0.589
4.216,4.591,0.527
5.109,5.136,0.688
4.439,4.439,0.562
4.144,4.25,0.588
2.39,2.946,0.466
4.479,4.734,0.513
2.824,3.364,0.394
4.378,4.423,0.653
4.681,4.681,0.683
4.61,4.61,0.656
3.217,5.488,0.421
3.889,3.889,0.655
3.993,4.003,0.645
3.353,3.96,0.413
2.519,4.487,0.269
3.54,3.54,0.599
2.802,2.957,0.633
3.773,4.373,0.499
5.618,5.731,0.64
3.838,4.024,0.537
5.416,5.596,0.692
3.53,3.548,0.682
4.214,4.243,0.596
3.996,3.996,0.621
4.76,4.975,0.538
4.385,4.522,0.721
3.223,3.579,0.557
3.047,5.633,0.34
3.31,5.614,0.364
2.426,4.741,0.296
2.693,3.261,0.435
4.079,4.138,0.727
3.95,3.999,0.683
5.425,5.557,0.636
4.016,5.048,0.356
4.429,4.635,0.66
3.588,5.013,0.514
4.557,4.765,0.617
3.312,4.432,0.379
2.437,4.806,0.346
