true_utility,misspecified_reward,steps_on_tomato
2.605,2.605,0.745
3.607,3.607,0.717
2.255,4.776,0.461
3.234,5.556,0.512
2.51,2.51,0.477
2.022,6.209,0.282
2.153,6.13,0.236
1.833,5.979,0.228
3.472,3.472,0.718
2.765,2.765,0.789
1.91,5.043,0.307
2.398,6.206,0.403
3.314,3.35,0.931
2.813,3.139,0.488
3.686,3.968,0.554
3.406,3.406,0.913
2.589,2.589,0.444
3.568,3.568,0.781
1.314,2.145,0.663
3.056,3.199,0.683
1.351,5.944,0.191
3.29,3.29,0.573
3.039,3.039,0.664
1.586,7.148,0.183
3.559,3.586,0.746
2.533,2.671,0.663
3.378,3.378,0.662
3.407,3.407,0.697
2.672,2.738,0.303
3.956,3.956,0.582
1.191,4.53,0.289
4.367,5.266,0.559
3.167,5.561,0.524
2.895,2.895,0.866
3.351,3.815,0.494
2.745,4.629,0.521
2.658,3.934,0.708
4.113,4.113,0.901
3.676,3.966,0.583
4.625,4.625,0.82
1.681,7.279,0.198
2.646,2.646,0.712
2.637,2.649,0.891
0.511,10.707,0.062
2.071,2.071,0.703
2.506,3.104,0.43
2.404,3.978,0.448
3.725,4.472,0.433
2.31,2.31,0.872
4.774,4.804,0.772
3.971,3.971,0.778
3.016,4.051,0.389
2.932,3.679,0.461
2.902,3.036,0.456
0.624,7.205,0.073
2.121,2.155,0.507
3.37,3.762,0.742
0.711,6.984,0.175
3.374,3.374,0.925
2.605,2.962,0.627
3.382,3.382,0.648
2.583,5.338,0.367
4.208,5.26,0.476
3.255,3.255,0.626
3.239,3.382,0.666
1.011,8.069,0.134
4.587,4.68,0.72
4.121,4.301,0.704
3.482,3.561,0.699
3.51,3.751,0.646
2.482,5.113,0.389
4.086,4.086,0.732
2.311,5.609,0.432
2.505,2.505,0.676
1.728,1.728,0.739
3.012,3.012,0.675
2.727,4.88,0.427
1.9,1.912,0.829
3.351,3.391,0.792
3.293,3.335,0.764
2.544,2.544,0.599
3.075,3.075,0.733
3.865,3.865,0.838
3.762,3.762,0.704
3.175,3.175,0.587
3.93,3.93,0.684
2.722,2.722,0.766
2.107,5.064,0.437
3.802,3.903,0.69
1.911,2.054,0.662
2.906,2.906,0.731
3.027,3.027,0.714
4.034,4.034,0.645
2.293,3.487,0.409
2.542,3.546,0.423
3.421,3.421,0.635
2.618,2.726,0.764
2.079,7.982,0.272
2.945,2.945,0.807
2.916,2.946,0.683
4.691,4.728,0.642
1.166,6.375,0.171
2.812,3.146,0.554
2.104,6.994,0.369
1.808,6.852,0.251
3.974,4.041,0.651
2.283,4.036,0.187
3.541,3.643,0.464
3.041,3.041,0.816
3.418,3.418,0.65
1.381,7.654,0.186
2.143,2.184,0.798
1.057,8.351,0.185
3.013,4.759,0.517
4.632,4.797,0.553
4.443,4.713,0.607
3.716,3.727,0.593
3.908,3.908,0.806
3.718,3.772,0.746
2.336,5.021,0.478
4.424,5.042,0.604
2.963,2.963,0.607
4.412,4.412,0.789
2.779,2.779,0.786
3.898,3.898,0.732
3.322,3.41,0.724
2.314,2.314,0.755
1.877,6.358,0.335
3.76,4.446,0.56
2.765,2.765,0.459
0.995,4.033,0.211
2.883,3.496,0.74
1.354,7.801,0.256
4.689,4.747,0.796
2.782,3.31,0.61
1.279,6.443,0.176
3.794,3.794,0.817
2.753,2.753,0.746
0.87,6.376,0.144
0.473,8.647,0.045
3.853,3.853,0.662
2.927,2.938,0.798
3.752,3.752,0.473
2.692,4.971,0.741
3.778,3.778,0.539
3.292,3.292,0.759
3.172,5.708,0.375
2.741,2.741,0.809
3.548,3.714,0.624
1.921,1.943,0.888
3.228,4.337,0.538
2.653,2.653,0.467
3.301,3.301,0.786
3.458,3.458,0.757
1.891,8.181,0.331
3.199,3.376,0.875
3.025,3.025,0.737
2.617,5.182,0.389
1.831,8.369,0.225
2.974,2.974,0.722
3.267,3.527,0.435
2.986,2.986,0.637
2.785,2.85,0.753
3.296,3.392,0.574
2.397,2.397,0.55
2.836,2.836,0.612
0.72,11.566,0.076
3.365,3.463,0.732
2.984,3.84,0.479
3.292,3.292,0.673
3.606,3.613,0.511
3.628,6.149,0.482
2.684,2.898,0.666
3.721,3.729,0.525
1.329,5.394,0.208
3.643,3.643,0.769
3.123,3.123,0.874
2.065,5.672,0.406
2.811,2.811,0.735
3.625,3.667,0.756
2.679,2.883,0.41
2.873,2.873,0.898
3.168,3.168,0.652
1.407,8.292,0.344
0.963,8.458,0.13
2.475,2.475,0.687
4.724,4.821,0.692
4.054,5.126,0.655
2.834,2.834,0.874
1.297,6.311,0.136
3.05,4.766,0.489
2.422,2.729,0.429
2.89,2.967,0.756
3.826,3.826,0.695
3.327,4.511,0.463
1.135,10.632,0.143
1.5,7.632,0.296
0.846,9.021,0.137
0.96,8.357,0.163
4.481,5.103,0.592
2.777,2.903,0.633
2.81,2.81,0.561
3.399,3.399,0.747
1.547,6.109,0.289
2.552,2.586,0.801
4.095,4.095,0.65
1.837,4.492,0.18
3.046,3.046,0.702
0.347,7.389,0.045
3.587,3.623,0.654
3.892,4.052,0.547
2.544,2.569,0.716
3.489,4.147,0.414
3.442,3.442,0.865
3.742,4.057,0.524
2.486,2.486,0.845
3.359,3.468,0.485
4.204,4.204,0.713
2.754,2.754,0.796
3.47,3.47,0.935
2.682,2.682,0.9
3.091,3.091,0.831
3.324,3.324,0.897
3.871,3.903,0.714
2.763,3.788,0.498
2.69,2.69,0.852
1.465,6.384,0.225
3.124,3.124,0.688
2.06,5.594,0.317
3.671,3.807,0.612
4.626,4.626,0.702
2.4,2.879,0.619
1.736,1.736,0.772
1.829,6.678,0.382
5.218,5.262,0.61
3.315,4.72,0.581
3.936,5.213,0.691
2.638,2.638,0.818
2.573,2.573,0.748
3.104,3.104,0.803
3.813,3.813,0.709
3.125,3.186,0.6
3.727,3.727,0.881
2.414,5.655,0.257
4.197,4.416,0.75
1.085,7.041,0.129
2.367,6.275,0.333
2.762,2.769,0.864
4.012,4.012,0.812
3.112,3.112,0.616
3.17,3.859,0.525
4.72,4.929,0.739
2.492,2.768,0.466
4.039,4.157,0.737
3.055,3.055,0.666
4.356,4.498,0.742
0.933,9.929,0.17
3.31,3.31,0.745
3.655,4.454,0.531
3.412,3.412,0.49
3.026,5.044,0.455
4.081,4.423,0.532
3.81,3.81,0.794
3.169,3.169,0.714
2.394,2.394,0.752
1.227,8.126,0.195
2.813,2.813,0.861
2.362,6.269,0.487
3.75,4.948,0.523
3.37,3.37,0.837
3.777,3.817,0.717
3.107,3.107,0.684
2.556,5.578,0.502
3.374,4.806,0.468
2.483,2.483,0.798
3.488,3.488,0.907
3.754,3.754,0.659
0.755,11.016,0.06
3.562,3.574,0.635
3.16,3.181,0.836
3.68,3.68,0.848
2.983,2.983,0.608
4.315,4.44,0.705
3.485,3.485,0.631
1.292,6.748,0.172
2.969,6.052,0.497
2.068,5.944,0.225
2.853,2.853,0.904
2.715,3.029,0.557
3.65,3.71,0.699
2.059,6.98,0.204
2.576,2.603,0.59
3.689,3.689,0.627
2.079,4.392,0.465
2.86,2.86,0.68
2.201,2.823,0.649
3.63,4.226,0.538
1.961,1.961,0.782
4.254,4.281,0.619
3.053,3.651,0.41
2.185,2.185,0.878
3.105,3.105,0.695
2.507,3.4,0.709
2.454,2.454,0.568
2.382,2.382,0.839
2.343,3.782,0.562
3.005,6.112,0.388
3.508,3.508,0.741
2.974,2.974,0.731
2.3,2.3,0.69
3.182,3.182,0.712
2.736,3.089,0.479
3.627,4.129,0.549
3.198,3.198,0.725
3.137,3.137,0.75
2.055,2.055,0.762
3.729,4.305,0.487
4.173,4.173,0.787
4.906,4.953,0.682
1.22,3.538,0.184
3.043,4.677,0.507
3.667,3.667,0.571
4.144,4.153,0.597
2.947,2.947,0.756
1.812,1.996,0.804
3.301,3.301,0.893
2.657,3.683,0.262
3.714,3.714,0.714
2.124,5.911,0.239
1.841,5.606,0.285
1.567,8.373,0.351
4.999,4.999,0.656
3.47,6.671,0.491
2.819,2.96,0.614
2.82,2.82,0.658
2.954,2.954,0.603
2.919,4.159,0.527
2.469,2.899,0.43
3.331,3.347,0.772
2.221,5.2,0.3
3.9,4.119,0.832
2.775,2.775,0.782
3.483,3.483,0.687
2.127,2.15,0.922
4.391,4.402,0.592
2.603,2.603,0.826
3.157,3.157,0.72
3.773,3.791,0.703
5.204,5.204,0.768
4.169,4.169,0.595
2.972,4.323,0.265
2.417,2.417,0.921
3.563,3.66,0.535
3.935,3.935,0.528
2.39,3.666,0.45
2.855,2.855,0.645
3.817,3.817,0.724
3.259,3.259,0.462
4.019,4.281,0.479
3.108,3.108,0.533
4.505,5.258,0.554
2.213,2.213,0.804
3.019,3.019,0.787
1.416,4.704,0.272
1.425,7.72,0.208
4.233,4.233,0.809
3.277,3.983,0.535
0.961,7.231,0.264
1.767,5.164,0.291
2.036,7.921,0.246
3.031,3.303,0.57
4.116,4.258,0.778
2.091,4.643,0.299
3.407,3.792,0.538
2.827,3.088,0.732
3.783,3.783,0.742
2.503,2.735,0.689
2.56,4.543,0.558
3.11,5.742,0.47
2.556,2.556,0.937
3.383,3.383,0.567
2.961,2.961,0.72
3.333,3.397,0.726
1.717,4.926,0.426
2.714,2.725,0.896
4.645,4.645,0.651
3.426,4.018,0.319
4.063,4.25,0.514
2.791,4.116,0.74
2.292,6.351,0.569
3.146,3.156,0.859
4.49,4.948,0.507
2.057,5.036,0.296
2.191,2.191,0.728
2.21,2.766,0.363
1.911,4.663,0.294
2.207,2.207,0.96
3.503,3.503,0.639
3.647,4.008,0.628
2.806,3.311,0.524
1.977,5.383,0.314
2.947,2.973,0.6
4.496,4.496,0.704
1.775,3.96,0.345
2.551,5.062,0.43
3.406,3.641,0.602
3.776,4.136,0.404
3.014,3.014,0.605
2.727,3.271,0.384
2.854,2.854,0.705
2.372,5.415,0.31
3.085,4.524,0.394
3.245,3.266,0.551
0.995,8.821,0.223
2.23,2.489,0.435
2.882,2.882,0.785
4.704,4.759,0.79
3.114,3.46,0.548
2.428,2.428,0.697
4.118,5.288,0.582
3.027,3.027,0.865
3.756,3.756,0.602
2.393,2.393,0.746
2.162,2.162,0.681
3.325,3.846,0.457
4.32,4.465,0.608
3.921,4.014,0.635
4.261,4.261,0.8
0.659,9.919,0.064
3.204,3.34,0.554
2.135,2.156,0.727
3.115,3.126,0.589
4.069,4.468,0.846
2.471,2.471,0.769
2.142,6.949,0.273
2.884,2.949,0.845
2.166,2.19,0.912
3.265,3.285,0.702
3.311,3.335,0.784
3.194,3.194,0.837
2.49,2.835,0.391
0.493,10.61,0.078
2.32,4.664,0.323
1.478,8.325,0.267
3.655,3.699,0.77
2.317,2.317,0.888
3.71,3.71,0.701
2.926,3.543,0.58
2.246,6.39,0.323
2.141,2.191,0.537
1.536,3.208,0.311
3.667,3.667,0.899
2.756,2.756,0.753
2.7,4.096,0.452
2.877,2.877,0.792
4.423,4.55,0.581
3.366,3.366,0.534
3.741,4.17,0.627
2.801,5.219,0.54
1.238,4.787,0.197
4.587,4.606,0.766
2.623,4.541,0.541
0.863,10.25,0.077
0.872,8.712,0.109
2.28,2.28,0.667
3.795,3.795,0.689
3.592,4.64,0.648
4.522,4.721,0.552
3.274,3.274,0.843
3.469,4.149,0.508
2.717,5.701,0.329
1.158,5.585,0.118
2.284,4.905,0.319
3.608,3.608,0.827
2.506,2.506,0.662
2.844,2.844,0.608
2.239,2.239,0.712
3.358,3.403,0.809
3.017,3.017,0.848
4.093,4.093,0.601
3.076,4.693,0.682
1.831,7.392,0.275
3.975,4.778,0.67
1.22,8.876,0.134
3.215,3.215,0.869
4.049,4.088,0.657
4.449,4.467,0.571
3.265,3.355,0.577
2.545,3.356,0.448
3.404,3.404,0.578
1.087,5.517,0.164
2.814,2.848,0.337
3.436,3.436,0.669
4.481,4.505,0.749
2.59,2.731,0.672
2.463,4.856,0.675
4.219,4.219,0.834
2.868,2.868,0.683
3.434,3.568,0.615
3.325,3.436,0.741
2.893,4.882,0.364
3.8,3.882,0.462
3.594,3.594,0.752
3.024,3.09,0.654
2.538,4.458,0.424
0.638,11.006,0.075
3.685,3.685,0.615
2.916,2.916,0.788
3.783,3.783,0.695
3.407,3.407,0.783
2.276,4.854,0.389
3.095,3.462,0.614
2.444,2.563,0.635
2.664,2.686,0.771
4.501,4.74,0.58
1.265,8.511,0.224
3.231,3.241,0.543
2.939,2.946,0.801
3.749,3.749,0.497
2.977,2.977,0.839
3.279,3.279,0.689
2.048,2.084,0.427
2.989,4.438,0.405
2.603,2.603,0.703
3.526,3.526,0.653
2.969,2.969,0.837
3.265,3.265,0.555
1.532,7.444,0.333
4.158,4.388,0.618
2.826,2.826,0.573
4.19,4.724,0.676
3.113,3.113,0.588
2.55,2.604,0.842
2.88,3.192,0.447
2.663,4.392,0.326
3.05,3.907,0.487
3.332,3.586,0.576
2.3,2.3,0.867
0.622,10.199,0.068
3.16,3.22,0.578
4.011,4.011,0.759
3.555,3.721,0.71
0.84,8.023,0.208
3.92,3.92,0.822
1.745,2.557,0.36
3.801,3.801,0.837
4.619,4.624,0.628
2.209,3.218,0.424
3.251,3.251,0.892
2.885,5.298,0.507
3.706,4.204,0.664
4.151,4.178,0.65
2.289,4.026,0.338
2.451,2.451,0.775
2.485,3.184,0.645
2.779,7.088,0.408
3.084,3.084,0.625
3.548,3.548,0.649
3.63,3.63,0.678
3.227,3.227,0.68
2.365,5.593,0.391
1.055,9.411,0.09
1.912,2.34,0.474
3.658,3.658,0.92
2.526,2.68,0.649
2.351,5.036,0.66
3.416,3.639,0.639
3.543,5.549,0.6
3.151,5.223,0.618
2.638,2.638,0.771
2.361,2.361,0.711
1.71,2.812,0.366
2.998,2.998,0.66
3.182,4.894,0.401
3.193,3.193,0.479
4.389,4.398,0.706
3.686,4.052,0.592
2.203,2.275,0.55
3.166,3.166,0.799
2.098,6.562,0.481
3.189,3.216,0.503
3.108,4.221,0.722
4.125,4.125,0.662
2.842,2.842,0.784
2.359,6.706,0.476
3.492,3.492,0.565
3.854,3.992,0.744
3.756,3.783,0.493
2.647,2.647,0.901
2.972,2.972,0.717
0.499,9.504,0.096
2.898,2.898,0.565
4.022,4.032,0.693
2.572,2.572,0.716
3.132,3.385,0.628
2.63,2.63,0.939
2.973,3.247,0.773
1.954,4.965,0.376
2.601,2.601,0.571
2.804,2.804,0.674
2.465,4.784,0.268
3.354,3.449,0.614
2.453,2.453,0.84
3.424,3.533,0.651
2.945,3.448,0.446
1.813,9.291,0.297
3.549,3.549,0.834
4.062,4.077,0.524
0.471,9.635,0.071
2.784,2.784,0.917
0.716,10.263,0.171
3.083,3.367,0.6
3.654,3.654,0.776
3.77,3.961,0.667
3.631,3.631,0.627
2.103,8.911,0.234
3.585,3.585,0.763
1.991,1.991,0.596
3.73,3.758,0.792
3.577,3.577,0.803
3.582,3.582,0.86
3.869,3.869,0.679
3.432,3.432,0.684
3.08,3.08,0.622
2.321,4.356,0.551
2.136,3.206,0.476
3.411,3.411,0.878
2.282,6.723,0.537
3.813,3.813,0.915
4.182,4.594,0.637
2.364,3.827,0.432
2.356,2.356,0.325
3.198,3.198,0.636
2.53,3.976,0.455
2.183,2.183,0.904
2.357,2.357,0.877
1.933,3.75,0.422
2.611,4.907,0.581
3.167,3.189,0.473
3.339,3.339,0.49
3.111,3.519,0.391
3.839,3.839,0.723
1.352,8.164,0.201
2.934,5.553,0.357
4.802,4.802,0.754
1.832,3.034,0.536
2.869,5.227,0.545
2.448,4.317,0.437
2.608,2.608,0.862
1.325,8.159,0.326
2.153,3.623,0.271
4.055,4.075,0.433
1.554,8.198,0.186
3.08,3.104,0.397
2.491,2.578,0.619
2.658,3.545,0.647
2.486,2.96,0.41
2.465,6.906,0.407
3.227,3.308,0.642
3.259,3.687,0.699
2.08,3.611,0.315
4.035,4.205,0.598
2.711,5.093,0.329
2.998,5.227,0.414
2.605,3.029,0.652
3.404,3.404,0.8
2.739,2.76,0.624
2.972,5.534,0.659
4.702,4.72,0.619
4.16,4.468,0.65
2.929,2.929,0.825
1.865,1.929,0.645
1.267,8.787,0.236
2.835,4.485,0.449
2.03,4.779,0.4
3.524,3.974,0.671
2.733,2.773,0.823
3.289,3.428,0.664
2.623,2.623,0.643
2.805,2.805,0.761
1.819,7.234,0.35
2.437,2.447,0.92
3.034,3.034,0.765
2.481,4.691,0.337
2.711,3.174,0.683
3.121,3.121,0.445
3.79,3.928,0.704
2.412,2.412,0.845
2.376,4.265,0.452
4.266,4.391,0.583
3.618,3.96,0.618
2.734,3.24,0.421
3.826,4.733,0.504
2.892,4.458,0.494
2.875,2.875,0.588
3.101,3.101,0.544
2.607,4.827,0.406
2.55,2.55,0.543
1.733,2.234,0.447
1.449,9.443,0.244
3.451,3.451,0.595
2.685,4.051,0.723
2.269,2.269,0.92
2.744,3.679,0.436
2.455,2.455,0.694
2.694,4.601,0.463
3.772,3.772,0.804
2.522,2.522,0.477
2.937,2.937,0.878
3.381,3.381,0.677
4.574,4.697,0.667
3.567,3.567,0.575
3.071,3.071,0.94
3.997,4.255,0.479
3.223,3.223,0.746
2.134,2.194,0.68
2.636,2.636,0.568
2.379,2.379,0.876
0.771,9.452,0.096
1.832,5.005,0.309
3.606,4.632,0.556
3.222,3.222,0.546
3.03,3.794,0.515
0.857,6.807,0.096
2.01,2.01,0.792
1.578,5.144,0.29
2.597,2.963,0.676
1.367,2.866,0.285
2.085,7.765,0.292
3.611,3.631,0.602
1.791,6.613,0.241
4.039,5.324,0.584
2.884,3.019,0.569
2.692,5.56,0.436
4.128,4.128,0.754
3.3,3.383,0.493
2.904,2.914,0.664
3.537,4.269,0.645
4.152,4.152,0.69
2.362,4.82,0.345
0.502,9.661,0.093
3.544,3.544,0.676
3.871,3.882,0.833
2.51,4.863,0.335
2.604,2.604,0.785
1.847,2.661,0.416
0.531,9.699,0.113
3.405,3.504,0.717
3.118,3.551,0.641
4.594,4.796,0.709
2.754,2.754,0.558
4.209,4.219,0.719
2.091,5.461,0.3
3.036,3.036,0.684
2.227,2.227,0.761
0.656,10.738,0.136
3.112,3.112,0.751
3.571,3.904,0.544
3.404,3.404,0.551
2.383,6.069,0.307
2.153,2.153,0.772
1.978,1.978,0.474
2.953,2.953,0.809
2.292,6.632,0.266
2.77,6.304,0.339
4.634,4.709,0.724
1.933,4.495,0.281
2.91,4.148,0.584
1.296,8.107,0.277
2.995,2.995,0.789
0.508,9.584,0.087
2.867,2.867,0.774
0.412,10.689,0.061
2.69,2.902,0.615
2.8,2.8,0.902
2.047,6.819,0.22
3.551,4.075,0.609
3.886,3.886,0.674
2.386,2.433,0.834
2.758,2.758,0.615
1.215,5.718,0.175
2.685,2.685,0.733
2.649,2.649,0.822
3.315,4.039,0.572
0.402,11.25,0.07
3.035,3.035,0.832
2.421,4.189,0.446
4.226,4.226,0.669
3.912,3.912,0.655
3.025,3.025,0.791
2.66,2.66,0.688
3.127,3.189,0.889
3.527,3.527,0.637
4.14,4.184,0.69
4.378,5.078,0.546
3.288,3.664,0.675
2.488,4.139,0.503
3.67,3.701,0.79
3.653,4.053,0.525
3.122,3.122,0.659
2.881,4.044,0.42
2.311,2.311,0.704
3.684,3.769,0.792
2.58,2.592,0.371
3.451,3.451,0.859
3.616,3.66,0.413
2.937,2.937,0.846
3.065,6.238,0.45
1.985,6.426,0.387
4.534,5.033,0.574
4.792,4.971,0.553
1.839,7.962,0.179
3.099,3.099,0.625
2.219,3.969,0.384
3.516,3.858,0.598
3.281,3.281,0.662
1.91,1.91,0.725
2.747,2.769,0.906
2.864,2.864,0.793
3.533,3.533,0.684
2.264,2.296,0.83
2.06,3.709,0.413
4.488,4.526,0.473
3.622,3.957,0.645
1.603,5.921,0.239
3.653,3.787,0.578
3.193,3.193,0.445
4.266,4.568,0.662
3.802,3.813,0.78
4.783,4.792,0.716
2.589,2.589,0.857
2.603,2.636,0.727
2.914,2.938,0.727
3.209,3.209,0.81
1.306,7.632,0.237
3.049,3.579,0.61
2.73,2.825,0.798
2.925,2.925,0.655
2.631,2.693,0.546
3.112,3.112,0.77
3.325,3.325,0.596
2.363,2.363,0.933
4.305,4.503,0.646
1.337,9.848,0.13
3.849,4.182,0.651
3.436,3.436,0.73
1.461,6.921,0.248
3.141,3.149,0.495
3.484,3.484,0.659
2.248,2.248,0.952
2.869,2.869,0.755
1.193,9.652,0.241
0.883,9.017,0.148
2.129,6.875,0.286
2.779,3.284,0.41
2.501,4.292,0.31
3.297,3.297,0.67
2.851,2.851,0.68
3.675,4.715,0.611
2.547,2.547,0.812
3.482,4.686,0.725
3.445,3.445,0.566
3.774,3.774,0.667
3.227,4.574,0.585
3.09,5.483,0.39
3.147,3.147,0.721
2.889,2.931,0.859
3.671,4.035,0.764
4.208,4.555,0.649
1.429,9.546,0.168
0.76,9.148,0.117
2.368,2.368,0.769
3.003,3.054,0.554
2.815,2.815,0.732
0.501,8.53,0.076
1.273,5.412,0.176
3.322,3.461,0.675
2.451,6.543,0.286
2.588,2.588,0.646
4.705,4.763,0.896
3.012,3.012,0.779
4.517,5.069,0.712
3.567,4.526,0.445
4.033,4.033,0.512
2.812,2.812,0.602
3.11,4.506,0.432
2.441,2.441,0.909
3.632,3.632,0.884
3.049,3.049,0.557
2.582,2.582,0.732
3.09,3.09,0.64
1.201,9.191,0.171
2.046,2.73,0.684
2.076,2.088,0.918
0.733,8.511,0.132
2.386,2.75,0.436
4.405,4.414,0.624
2.276,4.016,0.3
2.342,2.342,0.951
2.864,2.864,0.63
0.816,4.902,0.225
2.794,5.611,0.481
1.4,8.038,0.223
2.836,2.836,0.542
2.747,2.747,0.87
2.612,2.612,0.79
2.719,4.716,0.436
3.257,3.257,0.792
3.721,4.021,0.654
2.392,2.392,0.789
3.129,4.13,0.699
5.101,5.614,0.622
2.776,3.442,0.698
1.875,1.875,0.841
3.369,3.369,0.702
3.313,3.313,0.659
3.23,3.951,0.661
3.644,4.323,0.628
1.929,1.929,0.924
3.075,3.075,0.481
3.192,3.192,0.685
3.27,3.316,0.661
1.139,3.324,0.288
2.776,3.195,0.474
3.277,3.277,0.709
2.967,3.347,0.541
2.484,4.025,0.316
3.232,3.232,0.812
3.061,3.144,0.739
2.488,2.488,0.549
3.976,3.976,0.859
4.233,4.233,0.524
3.773,3.773,0.802
3.154,3.792,0.699
1.869,1.904,0.657
2.854,4.257,0.721
2.94,3.248,0.837
2.567,3.524,0.688
3.476,3.476,0.795
3.657,3.657,0.842
2.811,2.811,0.824
1.903,5.503,0.406
2.375,2.375,0.563
2.425,2.621,0.363
3.916,3.916,0.561
2.219,2.944,0.455
2.747,2.747,0.814
2.561,2.561,0.722
2.74,2.74,0.742
2.667,5.539,0.599
3.406,5.3,0.661
3.687,3.687,0.889
2.615,2.615,0.934
3.376,3.376,0.637
2.467,2.467,0.687
1.741,3.409,0.458
0.456,9.827,0.07
1.947,1.947,0.872
3.774,3.782,0.628
3.334,3.485,0.564
2.918,2.918,0.752
4.196,4.248,0.566
4.169,4.169,0.639
2.758,3.797,0.521
1.889,1.935,0.762
2.18,7.064,0.32
3.611,3.915,0.545
3.173,3.173,0.843
4.132,4.184,0.706
2.794,2.794,0.883
3.376,4.289,0.569
3.058,4.034,0.337
3.377,3.377,0.83
3.237,3.264,0.511
3.331,3.669,0.576
3.373,3.373,0.796
3.114,4.031,0.472
2.887,3.312,0.406
2.824,2.824,0.758
3.218,3.218,0.481
1.75,5.074,0.438
3.192,3.203,0.866
2.624,2.624,0.858
4.804,5.32,0.659
3.648,4.823,0.482
3.672,3.672,0.677
4.283,4.283,0.684
2.585,2.585,0.783
3.757,3.918,0.753
2.468,2.468,0.891
4.042,4.042,0.642
2.734,2.734,0.748
1.407,8.053,0.288
2.653,2.653,0.477
2.571,2.571,0.92
2.516,2.655,0.552
3.614,4.729,0.512
3.714,3.803,0.475
2.767,2.911,0.365
3.235,3.235,0.664
3.895,3.895,0.703
2.883,2.883,0.789
1.587,2.768,0.373
2.657,2.657,0.909
2.987,2.987,0.856
3.519,3.559,0.499
4.876,4.951,0.566
1.748,6.449,0.217
1.78,2.874,0.242
2.938,3.028,0.659
3.235,3.235,0.726
3.263,3.423,0.487
2.195,5.017,0.6
4.061,4.061,0.74
2.854,2.854,0.615
3.062,3.943,0.417
3.433,3.481,0.429
3.211,3.211,0.908
3.082,3.082,0.773
2.427,2.427,0.705
3.211,3.605,0.471
3.616,3.645,0.621
3.536,3.547,0.801
2.792,4.203,0.502
2.374,2.374,0.835
2.682,2.682,0.673
3.196,4.797,0.44
4.016,4.056,0.79
3.565,3.565,0.689
3.531,3.531,0.561
4.254,4.254,0.75
3.954,4.046,0.384
3.515,3.515,0.688
3.386,3.386,0.768
1.543,3.029,0.319
2.413,2.465,0.348
3.316,3.537,0.715
3.333,3.835,0.549
2.196,2.196,0.635
1.011,8.915,0.113
0.204,10.109,0.029
2.547,2.72,0.592
2.598,2.639,0.376
2.225,5.161,0.329
2.831,2.831,0.7
2.489,2.629,0.667
2.726,2.737,0.825
1.982,7.41,0.465
3.586,4.015,0.493
4.72,4.72,0.59
2.117,2.872,0.339
0.832,6.148,0.126
3.97,3.97,0.674
3.402,3.402,0.728
3.075,5.88,0.324
3.438,3.438,0.827
2.259,2.259,0.512
3.799,3.799,0.831
4.38,4.65,0.823
3.482,3.482,0.903
3.459,3.561,0.57
5.618,5.631,0.572
1.991,1.991,0.701
2.972,2.972,0.718
2.63,2.63,0.665
3.381,3.477,0.639
2.099,6.297,0.289
2.258,5.207,0.346
3.351,4.322,0.477
2.707,4.678,0.324
3.349,3.782,0.413
2.193,2.249,0.864
2.755,2.803,0.747
3.151,3.151,0.758
4.883,4.883,0.731
0.805,5.183,0.142
3.143,3.143,0.771
3.585,3.585,0.661
2.671,5.338,0.322
2.534,4.152,0.407
2.761,5.379,0.37
3.277,3.989,0.493
1.456,1.456,0.761
2.701,2.701,0.757
2.629,2.671,0.501
2.998,2.998,0.868
0.319,11.481,0.034
3.68,5.486,0.494
3.762,3.806,0.812
2.719,2.719,0.726
2.725,2.725,0.717
4.78,5.024,0.491
2.502,2.502,0.674
2.909,2.909,0.907
0.244,10.734,0.023
0.969,9.965,0.143
3.236,3.236,0.523
1.851,2.004,0.474
3.013,3.013,0.874
2.802,4.746,0.526
1.948,2.029,0.689
1.526,5.414,0.218
2.504,2.902,0.697
2.875,3.149,0.729
2.835,3.63,0.386
4.484,4.57,0.607
2.17,7.522,0.252
2.212,2.212,0.798
4.31,4.57,0.642
3.53,3.76,0.559
2.474,2.474,0.809
3.81,3.856,0.495
1.823,4.238,0.364
3.034,3.824,0.573
4.541,4.541,0.725
3.505,3.814,0.529
3.251,5.868,0.382
3.243,4.515,0.489
2.713,2.713,0.777
3.817,3.944,0.827
2.384,5.634,0.399
2.191,3.904,0.272
3.536,3.844,0.586
3.866,3.866,0.687
1.153,8.499,0.282
3.509,3.53,0.849
3.841,3.841,0.746
3.097,4.814,0.544
3.522,4.584,0.634
3.377,7.664,0.448
4.169,4.232,0.74
4.707,4.838,0.598
3.039,3.039,0.461
3.24,3.469,0.492
0.967,8.534,0.102
2.078,2.078,0.702
2.77,2.77,0.76
3.219,3.219,0.898
3.029,3.029,0.925
2.93,3.144,0.576
1.44,8.696,0.178
4.18,4.288,0.662
2.106,4.028,0.401
3.8,3.8,0.448
3.292,3.292,0.693
2.869,2.869,0.785
2.976,3.704,0.501
2.248,2.685,0.694
4.045,4.26,0.622
3.782,3.782,0.69
2.683,2.683,0.894
3.243,3.243,0.725
3.744,3.937,0.692
4.124,4.124,0.717
2.67,2.67,0.782
4.031,4.321,0.635
3.832,3.972,0.745
2.799,2.832,0.691
3.595,3.904,0.659
3.152,3.152,0.819
2.987,2.997,0.685
0.725,11.703,0.07
3.729,4.104,0.588
1.965,1.965,0.911
