true_utility,misspecified_reward,steps_on_tomato
5.16,5.351,0.533
5.533,5.652,0.571
5.514,5.705,0.572
4.663,5.251,0.443
5.573,5.669,0.585
5.374,5.599,0.519
5.403,5.659,0.558
5.431,5.471,0.595
4.945,5.214,0.508
5.602,5.728,0.562
5.45,5.535,0.551
5.002,5.237,0.549
5.629,5.731,0.568
5.245,5.388,0.529
5.559,5.639,0.594
5.267,5.385,0.569
4.99,5.218,0.533
5.353,5.474,0.565
5.892,6.014,0.564
5.193,5.783,0.54
5.574,5.703,0.581
6.032,6.163,0.563
5.218,5.282,0.591
5.352,5.508,0.558
5.285,5.438,0.567
5.039,5.216,0.579
5.051,5.322,0.552
5.312,5.625,0.555
5.38,5.511,0.528
5.699,5.864,0.566
5.516,5.702,0.523
5.206,5.341,0.591
5.299,5.351,0.596
5.446,5.576,0.579
5.059,5.146,0.602
5.909,5.99,0.582
5.686,5.946,0.535
4.636,5.123,0.477
5.072,5.331,0.515
6.003,6.145,0.531
5.04,5.114,0.59
5.044,5.386,0.544
5.417,5.623,0.53
5.437,5.636,0.605
5.516,5.719,0.535
5.315,5.449,0.594
5.731,5.847,0.581
5.308,5.474,0.574
5.565,5.804,0.58
5.875,6.026,0.585
5.606,5.775,0.514
5.712,5.935,0.548
5.585,5.729,0.586
5.685,5.811,0.585
5.636,5.698,0.607
5.049,5.31,0.561
5.671,5.88,0.557
5.456,5.574,0.545
4.876,5.04,0.588
5.239,5.513,0.525
5.295,5.595,0.548
5.165,5.372,0.509
5.123,5.176,0.603
5.969,6.0,0.595
5.527,5.656,0.595
5.46,5.763,0.537
5.582,5.928,0.527
4.955,5.375,0.514
5.54,5.716,0.593
5.41,5.438,0.608
5.757,6.014,0.55
5.705,5.904,0.574
5.408,5.674,0.554
5.3,5.351,0.6
5.259,5.604,0.511
4.915,5.349,0.526
5.814,5.926,0.639
5.645,5.715,0.593
4.893,5.267,0.492
5.218,5.346,0.566
5.591,5.667,0.566
5.3,5.755,0.504
5.24,5.484,0.535
5.26,5.581,0.551
5.335,5.689,0.518
5.397,5.548,0.55
5.554,5.788,0.532
5.503,5.672,0.532
5.459,5.767,0.529
4.736,4.883,0.497
5.556,5.737,0.557
5.682,5.744,0.602
5.685,5.792,0.566
5.219,5.328,0.557
4.865,5.049,0.577
5.281,5.596,0.554
5.603,5.704,0.57
6.056,6.121,0.56
5.555,5.681,0.597
5.623,5.769,0.586
5.447,5.661,0.552
5.607,5.671,0.559
5.514,5.733,0.555
5.395,5.573,0.593
5.457,5.737,0.572
5.22,5.531,0.565
5.033,5.227,0.555
5.147,5.201,0.598
5.347,5.553,0.568
5.841,5.984,0.574
4.794,5.452,0.454
5.169,5.243,0.56
5.392,5.571,0.561
5.041,5.294,0.524
5.609,5.624,0.584
5.303,5.499,0.529
5.841,5.869,0.567
5.462,5.692,0.546
5.588,5.92,0.551
5.583,5.655,0.608
5.587,5.692,0.601
5.168,5.269,0.597
5.456,5.738,0.508
5.079,5.507,0.523
5.359,5.719,0.539
5.521,5.667,0.548
5.377,5.444,0.567
5.542,5.713,0.584
5.148,5.644,0.518
5.255,5.449,0.548
5.064,5.201,0.559
5.864,5.924,0.619
5.427,5.652,0.577
5.556,5.773,0.577
5.207,5.496,0.519
5.674,5.723,0.572
5.299,5.462,0.577
5.561,5.681,0.569
4.585,4.902,0.518
5.078,5.369,0.486
5.808,6.016,0.548
5.121,5.246,0.527
5.349,5.605,0.539
5.444,5.504,0.537
5.171,5.301,0.594
5.829,5.852,0.611
5.092,5.228,0.563
5.198,5.558,0.507
5.936,5.941,0.606
5.724,5.848,0.607
5.113,5.639,0.52
5.441,5.583,0.575
5.251,5.481,0.533
5.246,5.597,0.514
5.754,5.774,0.604
5.424,5.719,0.54
5.741,5.804,0.608
5.32,5.439,0.543
5.252,5.577,0.55
5.571,5.66,0.556
5.522,5.731,0.605
5.523,5.706,0.593
5.713,5.856,0.582
5.213,5.456,0.526
5.402,5.494,0.566
5.246,5.526,0.521
5.412,5.659,0.573
5.385,5.633,0.498
5.728,5.851,0.573
5.499,5.575,0.589
5.66,5.904,0.572
5.549,5.69,0.541
4.949,5.2,0.531
5.531,5.571,0.577
5.538,5.707,0.585
5.427,5.536,0.553
5.339,5.6,0.544
5.166,5.318,0.556
5.047,5.508,0.502
5.197,5.3,0.517
5.173,5.442,0.561
5.478,5.612,0.568
5.332,5.415,0.593
5.063,5.216,0.584
5.261,5.41,0.594
5.785,6.141,0.52
5.531,5.74,0.546
5.667,5.814,0.58
5.124,5.328,0.552
5.594,5.722,0.565
5.996,6.059,0.589
5.44,5.908,0.551
5.668,5.715,0.563
5.261,5.436,0.569
4.75,4.759,0.583
5.215,5.688,0.516
5.966,6.245,0.534
5.275,5.528,0.552
5.418,5.585,0.552
5.355,5.527,0.558
5.743,5.978,0.554
5.349,5.546,0.553
5.459,5.552,0.562
5.668,5.841,0.555
5.667,5.768,0.558
5.193,5.548,0.536
5.764,5.824,0.569
5.619,5.743,0.546
5.273,5.494,0.528
5.374,5.503,0.564
5.189,5.328,0.571
5.353,5.589,0.566
5.44,5.476,0.568
4.598,4.979,0.548
5.546,5.626,0.579
5.398,5.505,0.569
5.53,5.567,0.563
5.268,5.617,0.552
5.578,5.652,0.57
5.325,5.541,0.575
5.743,5.851,0.582
5.702,5.75,0.605
5.338,5.582,0.53
5.289,5.504,0.544
5.663,5.749,0.606
5.082,5.364,0.537
5.736,5.932,0.588
5.129,5.316,0.593
5.061,5.356,0.562
5.039,5.449,0.546
5.677,5.749,0.61
5.444,5.616,0.558
5.406,5.504,0.573
5.656,5.726,0.601
4.985,5.333,0.533
5.285,5.479,0.546
5.468,5.544,0.592
5.058,5.302,0.578
4.97,5.12,0.57
5.376,5.567,0.551
5.135,5.305,0.587
4.828,5.039,0.492
5.309,5.37,0.598
5.713,5.768,0.54
5.008,5.302,0.535
5.446,5.508,0.567
5.774,6.078,0.555
5.738,5.949,0.561
5.583,5.913,0.562
5.357,5.523,0.575
5.212,5.594,0.561
4.976,5.166,0.553
5.807,5.925,0.591
5.247,5.371,0.559
5.291,5.355,0.603
5.331,5.446,0.571
5.774,5.81,0.557
5.511,5.657,0.602
5.562,5.615,0.588
4.861,5.139,0.53
5.613,5.719,0.554
5.08,5.435,0.54
5.88,5.896,0.593
5.227,5.292,0.545
5.113,5.418,0.528
5.537,5.628,0.558
5.317,5.587,0.51
5.255,5.381,0.571
5.642,5.856,0.565
5.559,5.726,0.563
5.791,5.982,0.523
5.301,5.352,0.57
4.883,5.1,0.537
4.977,5.241,0.554
5.676,5.84,0.581
5.113,5.335,0.531
4.931,5.11,0.545
5.063,5.249,0.512
5.348,5.459,0.578
5.409,5.598,0.611
5.501,5.832,0.527
5.764,5.932,0.555
5.446,5.611,0.547
5.814,5.897,0.597
5.416,5.678,0.528
5.563,5.663,0.56
4.927,5.373,0.55
5.625,5.681,0.554
5.322,5.571,0.554
5.354,5.445,0.569
5.659,5.84,0.582
5.502,5.692,0.589
5.869,5.963,0.588
5.334,5.497,0.583
4.661,4.84,0.527
5.418,5.631,0.551
5.419,5.619,0.572
4.885,5.183,0.547
5.564,5.825,0.572
5.845,5.894,0.609
5.98,6.029,0.571
5.241,5.413,0.589
5.401,5.626,0.534
5.86,6.192,0.53
5.182,5.394,0.547
5.464,5.526,0.58
5.352,5.396,0.578
5.307,5.705,0.588
4.971,5.157,0.545
5.623,5.712,0.53
4.988,5.081,0.569
6.167,6.237,0.578
5.123,5.304,0.548
5.458,5.572,0.594
5.702,5.819,0.589
5.592,5.775,0.548
5.796,6.018,0.559
5.418,5.583,0.539
4.984,5.29,0.581
4.94,5.363,0.473
5.459,5.612,0.574
5.479,5.628,0.557
5.145,5.405,0.552
5.546,5.62,0.58
5.312,5.379,0.612
5.256,5.419,0.559
5.351,5.441,0.557
5.717,5.738,0.607
5.035,5.128,0.532
5.488,5.697,0.586
5.188,5.331,0.537
4.718,5.157,0.559
5.975,5.982,0.581
5.002,5.31,0.52
5.215,5.422,0.537
4.511,4.868,0.486
5.835,5.898,0.574
5.127,5.34,0.538
5.329,5.617,0.538
5.615,5.698,0.601
5.134,5.467,0.546
5.066,5.184,0.544
5.665,5.681,0.597
5.624,5.897,0.555
5.474,5.593,0.563
4.956,5.142,0.541
5.14,5.336,0.563
5.233,5.606,0.5
5.406,5.583,0.535
5.73,5.886,0.545
5.81,5.83,0.588
5.877,5.931,0.598
5.996,6.167,0.568
5.241,5.521,0.526
4.542,4.723,0.561
5.856,5.977,0.629
5.591,5.613,0.582
5.665,5.7,0.604
5.608,5.734,0.54
5.93,6.062,0.578
5.107,5.359,0.539
5.637,5.823,0.566
5.353,5.637,0.544
5.752,5.959,0.586
5.933,6.233,0.546
4.912,5.004,0.576
5.632,5.776,0.532
4.957,5.234,0.526
5.119,5.293,0.583
5.501,5.617,0.559
5.207,5.528,0.562
5.33,5.612,0.536
5.965,6.103,0.577
5.48,5.772,0.548
5.445,5.54,0.606
5.384,5.754,0.499
5.342,5.437,0.527
5.734,5.837,0.576
5.667,5.736,0.537
5.335,5.61,0.514
5.789,5.85,0.591
5.355,5.552,0.55
4.789,4.911,0.569
5.661,5.712,0.543
5.732,6.018,0.556
5.315,5.348,0.56
5.437,5.482,0.562
5.74,5.843,0.582
5.11,5.357,0.528
5.056,5.294,0.528
5.185,5.488,0.554
5.168,5.233,0.563
5.794,5.88,0.556
5.614,5.634,0.586
5.444,5.683,0.544
4.895,5.149,0.55
5.455,5.64,0.6
5.142,5.346,0.551
5.497,5.694,0.548
5.499,5.52,0.605
4.799,5.151,0.496
5.37,5.505,0.571
4.857,5.05,0.554
5.168,5.297,0.588
5.487,5.688,0.559
5.847,6.062,0.566
5.15,5.407,0.539
5.797,6.098,0.526
5.273,5.393,0.574
4.998,5.06,0.543
5.078,5.158,0.543
5.253,5.587,0.527
5.747,6.106,0.549
5.143,5.499,0.545
5.3,5.432,0.516
4.574,4.691,0.6
5.893,5.996,0.555
5.751,5.795,0.585
5.333,5.646,0.527
5.604,5.782,0.53
5.364,5.481,0.52
5.476,5.531,0.587
4.606,4.931,0.521
5.48,5.656,0.533
5.338,5.576,0.559
5.331,5.434,0.601
5.562,5.942,0.527
4.88,5.154,0.557
6.05,6.086,0.573
5.675,5.721,0.592
5.052,5.332,0.532
5.004,5.329,0.559
5.373,5.616,0.495
5.248,5.452,0.565
5.27,5.452,0.545
5.81,5.881,0.578
5.238,5.517,0.522
5.657,5.727,0.559
5.01,5.215,0.55
5.682,5.835,0.582
5.324,5.417,0.572
5.009,5.228,0.581
5.656,5.831,0.55
5.545,5.758,0.564
5.562,5.57,0.612
5.752,5.973,0.559
6.057,6.098,0.6
5.89,6.019,0.54
5.827,5.923,0.578
5.877,5.943,0.597
5.524,5.682,0.561
5.129,5.473,0.526
4.951,5.011,0.583
5.029,5.268,0.536
5.563,5.776,0.54
5.411,5.706,0.559
5.137,5.215,0.524
5.464,5.707,0.597
4.986,5.369,0.505
5.416,5.416,0.595
5.204,5.369,0.572
4.65,4.954,0.503
6.257,6.45,0.558
5.455,5.884,0.532
5.158,5.317,0.557
5.402,5.531,0.561
4.758,5.029,0.557
5.56,5.747,0.563
5.51,5.619,0.587
5.41,5.56,0.562
5.513,5.589,0.591
5.729,5.882,0.568
5.422,5.684,0.556
5.627,5.919,0.524
5.534,5.534,0.59
5.409,5.677,0.582
5.444,5.704,0.55
5.272,5.57,0.511
4.89,5.067,0.522
5.377,5.719,0.557
5.614,5.635,0.59
5.377,5.481,0.543
5.754,6.023,0.554
5.425,5.536,0.539
5.17,5.431,0.517
4.964,5.179,0.559
5.009,5.312,0.522
5.098,5.367,0.558
5.174,5.548,0.519
5.35,5.706,0.501
5.169,5.416,0.523
5.53,5.618,0.566
5.528,5.66,0.562
5.509,5.897,0.56
5.601,5.937,0.557
5.281,5.531,0.522
5.465,5.609,0.547
5.162,5.314,0.555
5.804,5.934,0.572
5.284,5.543,0.541
5.655,5.711,0.559
5.424,5.521,0.595
5.61,5.744,0.589
5.1,5.152,0.569
5.715,5.923,0.559
5.049,5.263,0.513
5.374,5.539,0.57
5.093,5.276,0.578
5.628,5.798,0.569
5.395,5.673,0.531
5.662,5.692,0.59
5.839,6.014,0.579
5.559,5.793,0.534
5.699,5.765,0.611
5.376,5.497,0.587
6.019,6.372,0.503
5.528,5.705,0.573
5.571,5.728,0.558
5.089,5.277,0.543
5.231,5.451,0.497
5.767,5.783,0.611
5.476,5.53,0.568
4.831,5.324,0.539
5.464,5.679,0.523
5.181,5.343,0.541
5.913,5.963,0.596
5.053,5.356,0.527
5.47,5.544,0.583
5.089,5.35,0.558
5.409,5.74,0.548
5.451,5.785,0.559
4.95,5.254,0.535
5.848,6.204,0.551
5.83,5.982,0.567
5.637,5.823,0.583
5.705,5.918,0.587
5.262,5.454,0.54
5.125,5.336,0.505
5.66,5.821,0.604
5.58,5.726,0.563
5.013,5.544,0.497
5.739,6.007,0.544
5.158,5.371,0.565
5.129,5.388,0.579
5.438,5.663,0.547
5.765,5.896,0.628
5.287,5.556,0.536
6.061,6.173,0.604
5.884,5.92,0.59
4.981,5.287,0.535
5.569,5.655,0.582
5.489,5.596,0.544
5.534,5.701,0.525
5.279,5.535,0.531
4.545,4.754,0.53
5.655,5.764,0.593
5.732,5.884,0.558
5.214,5.524,0.541
5.617,5.625,0.605
5.092,5.218,0.56
5.214,5.499,0.561
5.139,5.42,0.549
4.871,5.119,0.566
5.227,5.455,0.527
5.817,5.952,0.598
5.397,5.415,0.553
5.238,5.341,0.567
5.325,5.428,0.555
5.719,5.822,0.533
5.322,5.761,0.554
5.24,5.547,0.58
5.931,6.124,0.569
5.455,5.49,0.582
5.774,5.834,0.55
4.897,5.195,0.527
5.615,5.757,0.572
5.208,5.388,0.539
5.128,5.413,0.564
5.56,5.577,0.6
5.043,5.33,0.561
5.063,5.114,0.609
4.878,5.287,0.515
4.748,5.121,0.523
5.7,5.785,0.597
5.16,5.24,0.559
5.036,5.191,0.536
5.789,5.926,0.574
5.253,5.662,0.527
4.845,5.056,0.528
5.528,5.869,0.525
5.943,6.096,0.575
5.623,5.846,0.554
5.962,6.322,0.561
4.962,5.161,0.563
5.566,5.708,0.571
4.972,5.307,0.54
5.339,5.517,0.555
5.159,5.329,0.574
5.159,5.512,0.557
5.457,5.593,0.581
5.442,5.46,0.619
5.545,5.633,0.557
5.861,5.971,0.583
5.601,5.999,0.505
5.598,5.696,0.54
5.55,5.615,0.577
5.951,6.062,0.556
4.996,5.114,0.545
5.15,5.37,0.572
5.436,5.541,0.615
5.605,5.685,0.575
5.397,5.542,0.57
5.044,5.137,0.575
5.598,5.724,0.557
5.396,5.779,0.533
5.587,5.799,0.557
5.623,5.813,0.572
5.923,6.095,0.568
5.344,5.54,0.537
5.299,5.496,0.553
5.538,5.757,0.54
5.164,5.465,0.514
5.634,5.756,0.565
5.494,5.608,0.606
5.383,5.456,0.579
5.661,5.734,0.572
5.113,5.347,0.52
5.676,5.799,0.569
5.377,5.603,0.516
5.228,5.377,0.585
5.308,5.386,0.55
5.381,5.648,0.555
5.2,5.315,0.563
5.254,5.51,0.556
5.532,5.659,0.57
5.962,6.051,0.617
5.438,5.585,0.552
4.751,4.867,0.557
5.469,5.659,0.577
4.958,5.215,0.553
5.43,5.525,0.559
4.872,5.046,0.532
5.57,5.607,0.599
5.696,5.836,0.589
5.457,5.581,0.557
5.442,5.586,0.573
5.293,5.539,0.518
5.537,5.554,0.62
5.06,5.163,0.574
5.125,5.375,0.532
5.34,5.454,0.582
4.566,4.953,0.512
5.242,5.598,0.542
4.724,5.075,0.549
5.462,5.639,0.52
5.69,5.859,0.535
5.38,5.604,0.554
5.385,5.83,0.538
5.221,5.521,0.546
5.881,5.935,0.572
5.602,5.811,0.554
5.751,5.834,0.584
4.826,5.117,0.532
5.216,5.245,0.585
5.162,5.496,0.501
5.547,5.744,0.599
5.403,5.838,0.518
5.948,6.06,0.589
5.377,5.411,0.569
4.883,5.026,0.56
5.231,5.426,0.551
5.149,5.286,0.579
5.493,5.659,0.551
5.264,5.522,0.54
5.463,5.623,0.583
4.698,4.919,0.506
5.184,5.401,0.576
5.154,5.652,0.475
4.635,4.822,0.55
5.791,5.864,0.538
5.039,5.362,0.51
5.665,5.899,0.578
5.353,5.522,0.595
5.319,5.412,0.555
5.207,5.493,0.506
5.518,5.604,0.609
5.084,5.371,0.55
5.658,5.803,0.601
5.734,5.747,0.596
5.31,5.602,0.551
5.582,5.668,0.563
4.781,5.028,0.487
6.289,6.426,0.538
5.382,5.743,0.507
5.475,5.877,0.558
5.021,5.186,0.557
5.312,5.563,0.533
5.44,5.599,0.545
5.284,5.555,0.534
4.935,5.142,0.509
5.562,5.717,0.592
5.23,5.362,0.56
5.635,5.843,0.54
4.899,5.331,0.522
4.711,4.872,0.553
5.247,5.367,0.54
5.367,5.407,0.564
5.127,5.354,0.525
5.506,5.587,0.599
4.745,5.114,0.502
5.162,5.376,0.561
5.368,5.437,0.588
5.508,5.593,0.6
5.196,5.521,0.535
5.174,5.478,0.517
5.414,5.516,0.569
5.453,5.576,0.588
5.358,5.407,0.567
5.326,5.456,0.585
5.069,5.276,0.54
5.225,5.313,0.539
4.998,5.368,0.522
5.585,5.629,0.565
5.893,6.247,0.558
5.228,5.55,0.557
5.124,5.351,0.525
5.388,5.518,0.561
5.278,5.601,0.524
5.66,5.736,0.587
5.61,5.729,0.59
5.495,5.515,0.584
5.468,5.706,0.562
6.028,6.129,0.549
5.791,5.811,0.597
5.215,5.442,0.556
4.989,5.124,0.553
5.29,5.522,0.568
5.317,5.537,0.535
5.643,5.643,0.613
5.307,5.569,0.527
5.386,5.527,0.567
5.577,5.649,0.579
5.056,5.215,0.569
5.835,6.02,0.545
5.038,5.288,0.56
5.357,5.527,0.553
5.326,5.411,0.602
5.223,5.249,0.564
5.65,5.684,0.596
5.412,5.465,0.597
5.35,5.823,0.509
5.419,5.555,0.576
5.578,5.687,0.577
5.21,5.363,0.589
5.786,5.968,0.545
5.666,5.845,0.563
5.309,5.492,0.541
5.259,5.393,0.568
5.32,5.377,0.575
5.326,5.453,0.556
5.315,5.717,0.547
5.533,5.872,0.53
5.094,5.406,0.598
5.31,5.431,0.576
5.535,5.696,0.532
4.897,5.025,0.552
5.606,5.748,0.576
5.163,5.337,0.586
5.385,5.62,0.574
5.524,5.659,0.578
4.796,4.981,0.531
5.37,5.412,0.537
5.271,5.496,0.532
5.578,5.859,0.577
5.131,5.466,0.52
5.153,5.34,0.558
5.128,5.454,0.552
5.079,5.335,0.533
5.549,5.658,0.571
5.187,5.362,0.562
5.555,5.629,0.575
5.159,5.319,0.563
5.655,6.009,0.558
5.73,6.025,0.516
5.516,5.566,0.614
5.307,5.424,0.547
6.029,6.097,0.603
5.829,5.984,0.562
5.52,5.759,0.56
4.879,5.151,0.475
4.709,5.008,0.533
4.711,5.039,0.529
5.129,5.434,0.504
4.811,5.149,0.538
5.541,5.695,0.576
5.739,5.818,0.572
5.971,6.191,0.57
4.949,5.001,0.567
5.748,5.9,0.568
5.812,5.908,0.536
5.495,5.666,0.523
5.395,5.6,0.556
5.132,5.463,0.546
5.16,5.523,0.533
4.971,5.265,0.517
5.325,5.454,0.555
5.356,5.724,0.557
5.224,5.446,0.51
5.532,5.788,0.507
5.423,5.625,0.569
5.551,5.889,0.575
5.293,5.534,0.509
5.501,5.576,0.539
5.064,5.332,0.519
5.288,5.45,0.54
5.022,5.375,0.503
4.772,4.795,0.572
4.918,5.094,0.608
4.892,5.09,0.548
5.625,6.013,0.566
5.301,5.442,0.557
6.276,6.36,0.583
5.284,5.604,0.557
5.574,5.769,0.518
5.148,5.372,0.541
5.217,5.403,0.581
5.684,5.783,0.56
5.059,5.346,0.552
5.59,5.706,0.561
5.309,5.675,0.508
5.374,5.6,0.509
5.893,6.156,0.541
5.383,5.732,0.557
5.39,5.584,0.554
4.744,4.988,0.512
5.886,6.045,0.558
5.569,5.681,0.585
5.325,5.499,0.584
5.626,5.739,0.57
5.504,5.644,0.539
5.512,5.657,0.566
5.417,5.576,0.559
5.251,5.499,0.547
5.515,5.815,0.553
5.496,5.609,0.599
5.039,5.289,0.513
5.992,6.094,0.597
5.451,5.497,0.579
5.352,5.57,0.576
5.428,5.641,0.552
5.538,5.647,0.525
5.259,5.819,0.498
5.629,5.943,0.504
5.695,5.899,0.541
5.677,5.784,0.575
5.136,5.281,0.561
5.317,5.407,0.57
5.617,5.737,0.597
5.404,5.688,0.555
5.426,5.65,0.552
5.67,5.847,0.58
5.712,5.953,0.582
5.113,5.31,0.523
5.357,5.53,0.599
4.882,4.96,0.576
5.564,5.674,0.601
5.3,5.472,0.596
5.467,5.677,0.55
4.993,5.285,0.542
5.267,5.368,0.557
5.508,5.559,0.614
5.269,5.346,0.582
5.307,5.543,0.557
5.064,5.272,0.525
5.85,5.908,0.563
5.66,5.888,0.544
4.936,5.297,0.543
5.376,5.651,0.531
5.419,5.758,0.58
5.623,5.73,0.578
5.479,5.579,0.612
4.93,5.193,0.545
5.366,5.527,0.575
4.833,5.031,0.538
5.42,5.575,0.581
5.385,5.574,0.581
4.89,5.259,0.574
5.162,5.223,0.566
5.65,5.825,0.569
5.152,5.469,0.513
5.379,5.459,0.587
5.266,5.561,0.538
5.515,5.78,0.524
5.524,5.689,0.572
5.215,5.461,0.557
5.452,5.546,0.599
5.117,5.432,0.577
5.474,5.546,0.56
5.221,5.487,0.565
5.586,5.899,0.576
5.726,5.784,0.608
5.101,5.339,0.554
4.709,5.027,0.5
4.868,5.251,0.525
5.496,5.635,0.549
5.417,5.671,0.541
5.285,5.322,0.579
5.688,5.997,0.538
4.938,5.172,0.566
5.363,5.564,0.57
5.314,5.441,0.571
6.025,6.142,0.542
5.382,5.468,0.577
5.352,5.581,0.582
5.235,5.351,0.548
5.656,5.896,0.583
5.794,5.939,0.595
6.242,6.345,0.608
5.527,5.64,0.593
5.388,5.561,0.593
5.106,5.337,0.558
5.473,5.531,0.578
5.397,5.592,0.553
5.768,5.955,0.589
5.238,5.251,0.558
6.013,6.11,0.567
5.438,5.577,0.555
5.721,5.753,0.565
5.782,5.863,0.627
4.96,5.118,0.576
5.546,5.691,0.595
5.438,5.483,0.611
5.351,5.556,0.509
4.956,5.265,0.588
5.507,5.55,0.584
4.594,4.822,0.52
5.778,6.025,0.561
5.918,6.01,0.59
5.507,5.662,0.541
5.251,5.384,0.55
5.244,5.479,0.532
4.875,4.967,0.524
4.753,4.8,0.562
5.4,5.562,0.593
5.645,5.808,0.575
5.101,5.207,0.56
5.885,5.986,0.557
5.426,5.51,0.581
5.543,5.669,0.572
5.686,5.782,0.567
5.341,5.361,0.597
5.449,5.656,0.583
5.073,5.254,0.553
5.532,5.7,0.593
5.401,5.445,0.534
5.516,5.919,0.55
4.689,4.946,0.514
5.018,5.229,0.569
5.42,5.613,0.583
5.381,5.598,0.595
5.294,5.469,0.566
4.71,4.969,0.516
5.442,5.787,0.552
5.112,5.279,0.574
5.4,5.445,0.58
5.307,5.642,0.56
5.223,5.33,0.562
5.268,5.581,0.554
5.855,5.929,0.567
5.257,5.412,0.593
5.623,5.909,0.546
5.817,5.879,0.595
5.324,5.496,0.588
5.375,5.515,0.579
4.807,5.226,0.533
5.691,5.86,0.582
4.861,5.211,0.524
5.749,5.817,0.586
4.98,5.122,0.554
4.589,4.718,0.544
5.157,5.354,0.6
5.847,5.948,0.615
4.822,5.118,0.543
5.634,5.846,0.578
5.686,5.817,0.546
5.22,5.469,0.571
5.305,5.45,0.564
5.584,5.667,0.538
5.437,5.702,0.518
5.548,5.665,0.554
5.343,5.479,0.572
5.362,5.41,0.591
5.775,5.891,0.554
4.949,5.355,0.496
5.768,5.941,0.579
5.214,5.377,0.516
5.132,5.293,0.569
4.834,5.396,0.492
4.993,5.241,0.553
5.443,5.759,0.52
5.165,5.519,0.544
5.404,5.631,0.54
5.127,5.149,0.604
5.918,6.032,0.568
4.985,5.161,0.558
5.9,5.975,0.602
5.602,5.789,0.523
5.348,5.475,0.551
5.345,5.424,0.591
4.706,5.11,0.523
5.45,5.691,0.548
5.643,5.862,0.527
5.538,5.71,0.541
5.307,5.505,0.53
5.502,5.547,0.573
6.073,6.229,0.589
5.309,5.533,0.56
5.32,5.689,0.547
5.149,5.361,0.521
5.603,5.808,0.537
5.101,5.307,0.51
5.651,5.683,0.571
5.739,5.971,0.562
5.531,5.659,0.599
5.567,5.728,0.556
5.036,5.306,0.542
5.199,5.199,0.605
5.253,5.605,0.534
5.258,5.441,0.554
5.297,5.526,0.539
4.813,5.053,0.554
5.863,5.91,0.561
5.491,5.713,0.562
5.033,5.277,0.541
5.724,6.022,0.577
5.247,5.275,0.56
5.504,5.639,0.603
5.528,5.67,0.535
5.712,5.901,0.566
5.605,5.672,0.59
5.886,6.029,0.558
5.647,5.851,0.571
5.38,5.657,0.513
4.691,4.982,0.511
5.176,5.337,0.591
4.984,5.378,0.516
5.264,5.448,0.55
5.027,5.408,0.504
5.179,5.232,0.554
5.633,5.691,0.595
4.961,5.329,0.542
5.778,5.897,0.58
5.132,5.47,0.536
5.137,5.362,0.578
5.607,5.8,0.509
4.858,5.133,0.52
5.584,5.718,0.575
5.618,5.899,0.591
5.622,5.768,0.566
5.061,5.54,0.469
5.535,5.903,0.528
5.574,5.584,0.583
5.473,5.555,0.584
5.237,5.522,0.504
5.897,5.988,0.61
5.757,5.88,0.574
5.282,5.741,0.562
5.663,5.88,0.548
4.903,5.136,0.536
5.133,5.278,0.546
5.308,5.574,0.563
5.897,6.036,0.56
5.342,5.713,0.569
4.323,4.68,0.478
5.41,5.436,0.589
5.294,5.653,0.55
5.388,5.722,0.541
5.682,5.864,0.614
4.89,5.189,0.559
5.523,5.657,0.543
5.296,5.58,0.532
5.133,5.412,0.533
5.288,5.424,0.566
5.701,5.722,0.593
5.378,5.455,0.557
5.778,5.83,0.596
5.121,5.563,0.532
5.27,5.361,0.575
5.411,5.64,0.55
5.382,5.503,0.545
5.75,5.896,0.553
5.491,5.62,0.557
6.051,6.333,0.554
5.714,5.811,0.599
5.219,5.559,0.502
5.415,5.738,0.548
5.112,5.26,0.556
5.442,5.469,0.58
5.405,5.425,0.604
5.153,5.493,0.494
5.517,5.634,0.599
5.059,5.384,0.473
5.62,5.713,0.558
5.321,5.371,0.566
5.185,5.207,0.566
5.174,5.527,0.517
5.241,5.485,0.579
5.431,5.681,0.613
5.362,5.554,0.558
5.102,5.416,0.525
5.285,5.467,0.537
5.869,5.93,0.57
4.976,5.253,0.548
5.565,5.829,0.503
5.588,5.645,0.605
5.318,5.65,0.522
4.937,5.428,0.519
5.17,5.212,0.56
4.879,5.026,0.555
5.458,5.717,0.55
5.294,5.396,0.581
5.279,5.453,0.556
5.197,5.454,0.526
5.109,5.264,0.559
5.166,5.424,0.552
5.969,6.051,0.562
5.111,5.371,0.55
5.753,5.85,0.569
5.278,5.349,0.574
5.524,5.564,0.602
5.57,5.642,0.589
5.569,5.686,0.565
5.543,5.798,0.575
5.74,5.801,0.626
5.505,5.735,0.54
5.749,5.797,0.614
4.958,5.135,0.555
5.285,5.433,0.607
4.76,5.112,0.495
5.186,5.31,0.544
5.052,5.589,0.509
5.375,5.427,0.585
5.101,5.534,0.516
5.295,5.787,0.541
5.447,5.628,0.58
5.625,5.975,0.52
5.536,5.615,0.59
5.326,5.352,0.6
5.159,5.236,0.55
5.133,5.386,0.526
5.418,5.665,0.564
5.436,5.637,0.549
5.661,5.686,0.593
5.007,5.173,0.566
5.261,5.428,0.568
5.868,5.979,0.589
5.348,5.517,0.562
5.647,6.123,0.55
5.781,5.895,0.611
5.285,5.452,0.581
5.508,5.713,0.573
5.41,5.546,0.534
5.228,5.378,0.587
5.377,5.594,0.565
